,store_nbr,AUTOMOTIVE,BABY CARE,BEAUTY,BEVERAGES,BOOKS,BREAD/BAKERY,CELEBRATION,CLEANING,DAIRY,DELI,EGGS,FROZEN FOODS,GROCERY I,GROCERY II,HARDWARE,HOME AND KITCHEN I,HOME AND KITCHEN II,HOME APPLIANCES,HOME CARE,LADIESWEAR,LAWN AND GARDEN,LINGERIE,"LIQUOR,WINE,BEER",MAGAZINES,MEATS,PERSONAL CARE,PET SUPPLIES,PLAYERS AND ELECTRONICS,POULTRY,PREPARED FOODS,PRODUCE,SCHOOL AND OFFICE SUPPLIES,SEAFOOD
2017-08-26,1,6.602992781958259,0.0,2.686223506569342,5121.656121427819,0.0,254.03546913538003,3.656060856085149,1377.1515074812278,269.6207833973032,298.3431391998434,93.98997282751264,64.70589764109192,5326.314865738608,6.826932569228316,0.0,44.82880550206045,23.103200323036596,0.0,266.5245479550289,0.0,0.0,6.423481813170239,39.51667702172584,0.9765629679813469,77.82890980784572,186.83446864566474,0.0,3.7642147344609773,96.03489353613665,128.8776556334653,819.0674002602947,0.0,5.0198703645757785
2017-08-27,1,11.25068455535721,0.0,3.3844121183144513,7029.723506068591,0.0,380.01621524290806,0.17305390785849983,1734.1131716877258,344.3890359543262,331.84673414983706,104.51547633648036,25.37851455845657,6246.6367243910445,2.13808297487701,0.0,47.50407592839018,26.87935807502155,0.0,346.06602609638804,0.0,0.0,8.314303595648852,17.648685680225867,0.0,71.75045335177387,252.05525598352656,0.04926975073828106,3.9122774223281063,111.95750444108248,163.6279196661452,905.9508533514352,0.0,4.828014533328719
2017-08-28,1,5.945313229044917,0.0,3.044065468391387,5488.892229262023,0.0,282.96234428975146,1.7158100489515569,1518.4490502802814,266.3107583358975,296.47405802075616,89.15019040736179,19.4069735925445,4976.038159933415,1.7593130086046154,0.0,30.771202830376307,21.00945591611997,0.17150093774014236,239.0270370182089,0.0,0.0,6.189440956986366,16.27036515776285,0.6030845423152962,79.13081188284286,187.04364974164932,0.0,2.127777244821744,78.93945242371156,132.61978081338833,662.0387876081048,0.0,5.060554678891433
2017-08-29,1,5.69982289315884,0.0,2.2878647028341548,4244.944858349077,0.0,244.11103615576215,0.38313029017247846,939.077708210007,239.37341659251268,240.37221074354383,70.33309052400416,19.37130210459101,4679.994393279825,2.4704505513062216,0.0,27.23606003732451,20.227593588058472,0.0,195.02263575798798,0.0,0.0,5.680283969552976,16.320961792893062,0.1487682873068028,65.82600214252817,152.70976926514618,0.0,1.7227618460802434,88.44117683085412,133.91488696810768,977.5928853682287,0.0,4.861603827256049
2017-08-30,1,0.0,0.0,3.0677704292736614,5485.586866559699,0.0,275.2880262140406,5.140948099207655,1245.6759429877418,274.89741377571113,308.2667263232545,83.41108762504177,37.52459678551453,4130.643834345436,3.124780189776835,0.0,30.4822393948589,14.914752943675476,0.20059037318712203,194.73703549545456,0.0,0.0,2.4412866028963442,31.43861020872113,1.0699605116068163,64.81076965588917,152.7321528128237,0.0,2.356071365723238,66.05965301099812,131.17272602669516,583.9620735187419,2.3871373450829263,5.696019872980168
2017-08-31,1,2.487715676359647,0.0,2.1816905322973943,4578.531448910313,0.0,208.23116161463963,3.3007861802163023,1122.4172569617508,202.89105691432377,241.19911631812687,70.44244260386691,22.214362585972317,3999.640711206788,2.8085494208043245,0.0,38.92592337119031,16.729018978742598,0.03831993624703257,154.27105091768803,0.0,0.0,3.1715182790257384,22.11018514509829,0.0,76.51498164037557,74.05186015322853,0.0,1.1400795351153257,76.79373801280354,118.05060951074235,567.4803929365603,0.0,4.907500000486539
,store_nbr,AUTOMOTIVE,BABY CARE,BEAUTY,BEVERAGES,BOOKS,BREAD/BAKERY,CELEBRATION,CLEANING,DAIRY,DELI,EGGS,FROZEN FOODS,GROCERY I,GROCERY II,HARDWARE,HOME AND KITCHEN I,HOME AND KITCHEN II,HOME APPLIANCES,HOME CARE,LADIESWEAR,LAWN AND GARDEN,LINGERIE,"LIQUOR,WINE,BEER",MAGAZINES,MEATS,PERSONAL CARE,PET SUPPLIES,PLAYERS AND ELECTRONICS,POULTRY,PREPARED FOODS,PRODUCE,SCHOOL AND OFFICE SUPPLIES,SEAFOOD
2017-08-16,2,0.0,0.0,3.3212970794133154,5663.968717213518,0.0,307.6029659715971,8.612160968138435,1443.1039290877968,295.5666118151825,356.7702116197705,87.38436743731877,52.70083581271959,3384.414516203828,4.3955662283615204,0.0,27.53356396925223,13.51376573551714,0.4705332853154612,211.3581484448621,0.0,0.0,1.7850777599048144,43.97198008874839,1.7202846330294608,70.34966056858481,215.53743769271608,0.0,3.0592713406431855,53.7916091486183,121.50847287301087,596.0068808248701,19.418647005281134,6.021046553991783
2017-08-17,2,3.3613093964708165,0.0,2.132853740224515,3904.119738179832,0.0,192.86667849141332,3.1454842197371593,966.8735776079177,202.07832876786438,221.45085617414108,65.74396873766733,21.75435310012947,3744.3154537656947,1.9228516574917158,0.0,36.12075281457338,16.067385913299272,0.0654062304463869,145.8539701019722,0.0,0.0,4.115071701901118,19.0559455442065,0.0,74.82830242624453,80.44002610031181,0.0,1.28206851802897,74.69060376147779,113.98420415582078,552.4941581137774,0.0,4.476154702722569
2017-08-18,2,0.0,0.0,2.3581901480991663,5364.575516538764,0.0,230.7174307470735,6.005701212032694,1824.576922956663,213.3741199514163,357.12371919376795,72.8064463505229,34.56850852677066,4199.663250882759,7.294127801838113,0.0,36.277588949844514,15.044158760724656,0.16410985184764004,192.72618097551634,0.0,0.0,2.9817398111367117,40.9497167848596,0.8566289229507811,71.65818970017864,116.58410964435684,0.0,3.370275125282931,81.15665231295223,113.51020575464682,637.1257668890786,0.0,3.5441962986465256
2017-08-19,2,6.699071417660996,0.0,2.3604851273607674,5126.493613090028,0.0,249.4299447666018,3.946306178493901,1447.6264084804259,269.3285067093272,298.7339111531743,94.38414071586604,64.51662397717811,5416.901591327684,7.595181823755638,0.0,46.23156864726907,23.01209284729026,0.0,264.89408864631025,0.0,0.0,5.590212536769868,38.207445357273855,0.851043356270298,75.36214007618356,171.1028400293032,0.052740064294884356,3.87219481079444,94.86730733427845,126.3388711466686,815.4325451537431,0.0,4.863439094236362
2017-08-20,2,9.885236102834439,0.0,3.2014859626920575,7174.823209372176,0.0,386.7382397967551,1.2694064173880406,1862.4124114420965,349.27671127689405,347.0577166629595,106.46351261712007,29.077339765783396,6168.482230084019,3.2032456982824202,0.0,48.25622418453391,26.546314526552855,0.0,350.36144746544016,0.0,0.0,7.3587139000407,20.221529504869736,0.012250751824369632,71.41772954882082,254.84042284323326,0.02341411064832026,4.145357841313595,108.2535151902565,159.67403828131546,908.3957499684791,0.0,4.849386651974644
2017-08-21,2,6.086981399124613,0.0,2.82448364878923,5414.60146133914,0.0,278.9833061845599,2.03720057574805,1581.3591060273836,265.0898141892775,296.71309900910006,88.83737694247465,19.51002044019039,5058.438997506295,2.3830571117905874,0.0,31.739500837774706,20.93215228254984,0.13711005239984536,238.1642704412469,0.0,0.0,5.648065943001669,15.741299581924086,0.5095566653352377,77.37382602738882,179.11671431742394,0.0,2.268064550844451,77.57844428164447,129.46388622698078,661.5311585532542,0.0,4.952016083500867
2017-08-22,2,6.660890039502827,0.0,2.1411147771766834,4024.0135912702526,0.0,236.46971471680695,0.36880673793646856,991.4279764421694,233.47332061121986,234.83982498249784,68.41771432773695,18.064075176050416,4872.971763708966,2.9641272327955113,0.0,28.220930145127934,20.32097538688439,0.0,193.75791946972535,0.0,0.0,5.476025816811813,15.424169986000555,0.0,63.93745208411608,147.28292803309444,0.0,1.8449708727228304,87.89563565379733,129.88354553088237,980.8738207853094,0.0,4.766996305022184
2017-08-23,2,0.2802558685637253,0.0,3.249492876827534,4973.305716985546,0.0,266.69615447019055,4.733247524769401,1392.9066198661674,254.8188479023216,299.9480096006442,77.76976521773054,34.66174032213614,4701.485519194759,4.03530865932132,0.0,32.09420298780225,15.544376305918455,0.19318392788942879,200.317362221843,0.0,0.0,2.8809426183316944,33.54401505767109,0.7379480438836492,63.92310887765583,170.5465599335176,0.0,2.5370663272495024,65.96295256620174,121.28707340826853,612.0955191213149,0.0,5.8901954551669915
2017-08-24,2,3.066596349618599,0.0,2.6638395220156657,3964.2812044744933,0.0,207.22857750617908,3.3401085984110956,1056.457186629796,197.6881400838714,234.84151534965034,65.31140685176653,24.098352812145997,3825.1572410212707,2.1270960414399314,0.0,35.56104264672512,16.35599724815097,0.18021228329053524,157.78555205743663,0.0,0.0,4.749976297398204,25.39888902068209,0.0,78.93889783921463,118.71790721378389,0.0,1.3025182482047006,74.009411866923,111.41065921154696,577.5039899490578,0.0,4.97064579619965
2017-08-25,2,0.0,0.0,2.7803664507412966,5412.76024342067,0.0,241.2002415471195,6.130709306546599,1781.7101556828356,216.0746824886276,364.20316681526117,73.0379893763722,36.792276257249235,4021.9355885069817,6.643661553567708,0.0,34.44755223254778,15.016142551538818,0.2670070401157639,197.5326735181671,0.0,0.0,3.819314310673434,44.40234911279032,1.0743980784683265,75.36666813559803,143.4645053794992,0.0,3.3330274598536622,80.9963639928016,115.19116084573571,644.5562749335868,0.0,3.8016135444865142
2017-08-26,2,4.682728202086743,0.0,2.803405773781802,5353.534396692736,0.0,268.2933754940231,4.67922841931967,1456.7612719017313,276.91618972048474,317.61500588686755,96.45089885462892,69.55081756522269,5113.113677826368,7.302974459271034,0.0,44.26318448648218,22.781248807493107,0.04725427564289334,273.7025232731353,0.0,0.0,6.079388974730183,44.04258536451597,1.1736494658018222,80.13820684877882,205.82343974425697,0.0,3.9054824354510282,92.8760709167243,127.4402092567397,824.9391048825786,0.0,5.219391434461279
2017-08-27,2,8.213175129014992,0.0,3.5697731591777964,7396.51277785128,0.0,402.5696307556708,1.791518962429469,1860.0413444983403,355.929042320086,362.33132327294805,108.40821387028248,33.04229698389976,5909.391208966228,2.8910946918536733,0.0,46.60936632193001,26.370089314070935,0.01589690303396252,357.42027796321094,0.0,0.0,7.7700112875709415,24.8078497860939,0.2814984656118542,75.40334139834076,282.0923557212997,0.0,4.135737240257823,106.96082138855749,161.35414085205198,915.2388224812296,0.0,5.143620589329419
2017-08-28,2,5.142293495644101,0.0,3.0930689619529605,5585.85950800917,0.0,288.92474149427494,2.1436801208496297,1551.7404063106737,269.3615646165007,304.53320227169354,90.17930492779223,21.43303101536281,4886.881299533751,1.958385071713388,0.0,30.53467040567994,20.874821645983598,0.20674955699425412,242.02873578759883,0.0,0.0,6.045547588184161,18.16301773747509,0.6855025323129496,80.09651791814215,194.98449220106062,0.0,2.1868528288721287,77.61849023741185,132.01866687403032,664.4942277228781,0.0,5.1439907626617325
2017-08-29,2,4.8618892583058155,0.0,2.338998783072319,4346.128105737404,0.0,250.33266802135185,0.8296034086748145,973.8165145025903,242.55686662444643,248.78175257060892,71.40694915401853,21.485448980575335,4586.961147645394,2.6781779215066805,0.0,26.989243594163085,20.087105654003132,0.011580191274847034,198.15484316952532,0.0,0.0,5.530134367324589,18.295903615201482,0.2347696681739193,66.83369539675351,160.99586574453187,0.0,1.784405933784993,87.06278150601965,133.28763764008198,980.1550837488617,0.0,4.948667566842449
2017-08-30,2,0.0,0.0,3.125296269541596,5599.418019871569,0.0,282.287362062829,5.643230357522782,1284.757100066898,278.4787950616366,317.7274608787027,84.61917858380795,39.9030120209969,4025.9814330066997,3.358473481252351,0.0,30.204570896302293,14.756704017863216,0.24196918709412285,198.26076883343407,0.0,0.0,2.272368300389407,33.66041975881811,1.1667120650823224,65.94442456689269,162.0540113521326,0.0,2.425420964391081,64.50895827055933,130.46707053266624,586.844546696954,4.758341120406347,5.793966580014869
2017-08-31,2,1.510126435697785,0.0,2.2413469592419193,4696.578570863361,0.0,215.48973212449428,3.821671485135695,1162.9458643030982,206.60508195157982,251.01024844970283,71.69527767221703,24.680867274620695,3891.101924633284,3.050898019371527,0.0,38.63797085416864,16.565116389011365,0.08123129881725566,157.92529289781493,0.0,0.0,2.996343743092619,24.41428393779145,0.0,77.69062377030514,83.71897271251181,0.0,1.2119976374375332,75.18561013382998,117.31881862804569,570.469624380632,0.0,5.009074363337339
,store_nbr,AUTOMOTIVE,BABY CARE,BEAUTY,BEVERAGES,BOOKS,BREAD/BAKERY,CELEBRATION,CLEANING,DAIRY,DELI,EGGS,FROZEN FOODS,GROCERY I,GROCERY II,HARDWARE,HOME AND KITCHEN I,HOME AND KITCHEN II,HOME APPLIANCES,HOME CARE,LADIESWEAR,LAWN AND GARDEN,LINGERIE,"LIQUOR,WINE,BEER",MAGAZINES,MEATS,PERSONAL CARE,PET SUPPLIES,PLAYERS AND ELECTRONICS,POULTRY,PREPARED FOODS,PRODUCE,SCHOOL AND OFFICE SUPPLIES,SEAFOOD
2017-08-16,3,0.0,0.0,3.287207692587873,5596.513218954633,0.0,303.4552113945373,8.31451222247021,1419.9447248927413,293.44431179389335,351.16385040172713,86.66846168397586,51.29140456206337,3446.4366799601157,4.257081314894548,0.0,27.69810826469318,13.607424358220701,0.4460125067039052,209.2700101705039,0.0,0.0,1.8851774947237394,42.65535220720943,1.6629503791180498,69.67786506576792,210.01337337312563,0.0,3.018175282173353,54.71053936517461,121.92663909169468,594.2987485711149,18.013489212496886,5.963004060934184
2017-08-17,3,2.5932035645222102,0.0,2.1797266471094985,3996.871048285799,0.0,198.56984103487056,3.554751245030968,998.7174833761189,204.996491297137,229.15960284895073,66.72833914851384,23.69232106978177,3659.0349786007982,2.113268413508803,0.0,35.89450440834207,15.938605307081875,0.09912230103727644,148.72516022921474,0.0,0.0,3.977434566525095,20.866308881322553,0.0,75.75202124261776,88.03561453974869,0.0,1.3385755984249903,73.42707471371284,113.40922560513054,554.842839962691,0.0,4.555963130676769
2017-08-18,3,0.0,0.0,2.4135854016905105,5474.1907012094525,0.0,237.4575319347957,6.489380423743558,1862.2106297736284,216.8228574860112,366.23405617308845,73.96979319970515,36.85883430908701,4098.877234778791,7.519165786221943,0.0,36.01020446975298,14.89196349883137,0.2039561170914186,196.11940567134846,0.0,0.0,2.819077742055958,43.08923709236039,0.949797085556824,72.7498573922561,125.56071416369134,0.0,3.4370562202964097,79.66339071104821,112.83068564928564,639.9014818014309,0.0,3.638515349865126
2017-08-19,3,6.245190698782273,0.0,2.38818275415644,5181.301205425372,0.0,252.7999953604629,4.1881457843493335,1466.4432618889086,271.05287547662465,303.2890796428345,94.96581414045718,65.66178686833629,5366.5085832757,7.707700815947553,0.0,46.097876407223296,22.935995216343613,0.0,266.5907009942263,0.0,0.0,5.5088815022294915,39.27720551102425,0.8976274375733195,75.9079739222223,175.59114228897045,0.02734629202007678,3.90558535830118,94.12067653332645,125.999111093988,816.8204026099193,0.0,4.910598619845663
2017-08-20,3,9.256785876694668,0.0,3.2398365228706805,7250.710644913423,0.0,391.40446369594736,1.604261256264793,1888.4665161615342,351.6642988008444,353.3648730332583,107.26890658963086,30.66294992277164,6098.707295858196,3.3590412259327644,0.0,48.07111185216284,26.44094857601135,0.0,352.7106030240932,0.0,0.0,7.246101698369408,21.702735871601053,0.07675178747470712,72.17349948948984,261.05499520277255,0.0,4.1915909070921575,107.21971869663064,159.2036012852962,910.3173987539539,0.0,4.914684456664443
2017-08-21,3,6.017153596220194,0.0,2.8287448221424105,5423.033398621501,0.0,279.5017755066924,2.074406668956578,1584.2540065517655,265.3551016919386,297.41389416135553,88.92686516164252,19.686199346522418,5050.686227036759,2.4003677259739584,0.0,31.718932800844588,20.920444954711897,0.14017514972628986,238.4252877255417,0.0,0.0,5.635553476149303,15.905878067116454,0.5167234470741642,77.45780046524092,179.80722235737278,0.0,2.27320155815318,77.46357800457491,129.4116154496453,661.7446750849737,0.0,4.959271395133067
2017-08-22,3,6.3466649264329416,0.0,2.160290057265995,4061.9573090408758,0.0,238.8028266664031,0.536234157374845,1004.4550288018881,234.66711437319503,237.99340316764727,68.82041131399234,18.85688025454454,4838.084296596054,3.0420249966206834,0.0,28.1283739789424,20.268292411613636,0.0,194.93249724905186,0.0,0.0,5.419719715976167,16.164773169366214,0.023627169299849315,64.3153370544506,150.39021421286407,0.0,1.8680874056121115,87.3787374069844,129.64832703287271,981.8346451780467,0.0,4.799645207367084
2017-08-23,3,0.0,0.0,3.3751974907463547,5222.0478668151845,0.0,281.9909994730986,5.830827274420979,1478.3061853354347,262.6448292308254,320.6214665921792,80.40966768318256,39.85901805893095,4472.778790343447,4.545971777730781,0.0,31.487445898363745,15.199010134699071,0.2836042990195417,208.01737210853898,0.0,0.0,2.511824846186906,38.39908037084595,0.9493681051819775,66.40035479429314,190.91654711200744,0.0,2.688608042857011,62.57439739265032,119.74508547687196,618.3942568070376,3.739363187690952,6.104227148316891
2017-08-24,3,2.158834911861155,0.0,2.7192347756070103,4073.8963891451813,0.0,213.96867869390127,3.8237878101219596,1094.0908934467611,201.1368776184663,243.95185232897086,66.47475370094877,26.388678594462352,3724.3712249173022,2.352134025823762,0.0,35.29365816663358,16.203801986257684,0.2200585485343138,161.17877675326875,0.0,0.0,4.5873142283174495,27.538409328182887,0.0,80.0305655312921,127.69451173311839,0.0,1.369299343218179,72.51615026501898,110.73113910618576,580.2797048614101,0.0,5.064964847418251
2017-08-25,3,0.0,0.0,2.874112264511264,5598.262863632604,0.0,252.60656663403398,6.949243357134216,1845.3979672192386,221.9110075471728,379.6206601648805,75.00673019806523,40.66821219655384,3851.37463817719,7.024495065601882,0.0,33.995055420085166,14.758581339104024,0.334439181297543,203.27505377265223,0.0,0.0,3.5440400399213883,48.02307578702242,1.232067276724707,77.21410576834451,158.655682258373,0.0,3.446041620645703,78.46930589727174,114.04120374435524,649.2536386314139,1.1714217031386838,3.9612304003949137
2017-08-26,3,4.403416990469067,0.0,2.820450467194523,5387.262145822178,0.0,270.367252782553,4.828052792153782,1468.340873999259,277.9773397311293,320.41818649588924,96.8088517313004,70.2555331905508,5082.102595948224,7.37221691600452,0.0,44.18091233876171,22.734419496141328,0.05951466494867134,274.7465924103144,0.0,0.0,6.0293391073207205,44.700899305285446,1.202316592757528,80.47410460018726,208.58547190405218,0.0,3.9260304646859447,92.41660580844615,127.23112614739782,825.7931710094563,0.0,5.248412680990079
2017-08-27,3,7.23558588835313,0.0,3.6294295861223214,7514.559899804328,0.0,409.8282012655254,2.312404267348861,1900.5699518396875,359.64306735734203,372.14245540452396,109.6610489386326,35.508801672548145,5800.852422392724,3.1334432904208755,0.0,46.321413804908346,26.2061867243397,0.05880826560418556,361.0745199433378,0.0,0.0,7.594836751637823,27.11194857878706,0.38183340995682347,76.57898352827033,291.75946828058306,0.0,4.207655342580031,105.35269350958393,160.6223499693553,918.2280539253014,0.0,5.245194952180219
2017-08-28,3,4.09487645207782,0.0,3.156986562250666,5712.338567244579,0.0,296.70178132626205,2.7017715189775497,1595.1639141764028,273.3408771564179,315.0451295555249,91.52162821531022,24.075714610343223,4770.589742490711,2.2180442844639616,0.0,30.22614985172816,20.69921172841442,0.25272601689092167,245.9439950520205,0.0,0.0,5.857860585398675,20.631695015360616,0.7930042583968452,81.35613448592385,205.34211280029274,0.0,2.2639079385030656,75.89549608136875,131.23460521399818,667.6969756986693,0.0,5.252820437144733
2017-08-29,3,3.814472214739533,0.0,2.4029163833700244,4472.607164972814,0.0,258.109707853339,1.387694806802735,1017.2400223683195,246.53617916436363,259.29367985444026,72.7492724415365,24.128132575555743,4470.669590602353,2.9378371342572533,0.0,26.6807230402113,19.911495736433952,0.05755665117151463,202.070102433947,0.0,0.0,5.342447364539103,20.76458089308701,0.34227139425781505,68.0933119645352,171.35348634376396,0.0,1.8614610434159296,85.33978734997655,132.50357598004985,983.3578317246529,0.0,5.05749724132545
2017-08-30,3,0.0,0.0,3.2573926434901868,5860.808075624749,0.0,298.3599110489357,6.796619246987152,1374.4990163227383,286.70270764413215,339.45211059862083,87.39331337801177,45.36455811728975,3785.6455484510834,3.8951025209368693,0.0,29.56696175146861,14.393776854886916,0.3369872042139025,206.35230464657224,0.0,0.0,1.8844818279660696,38.76235279978153,1.3888822989890401,68.54763214030817,183.45976059054564,0.0,2.5846681909616835,60.9481036814036,128.8466764352665,593.4635591802559,10.203327567445314,6.018881240613069
2017-08-31,3,0.2881398848704553,0.0,2.3159174929225754,4844.137473304674,0.0,224.56294526181262,4.472778116284935,1213.6066234797822,211.24761324814986,263.2741636141727,73.26132150765466,27.763998135431176,3755.428441416404,3.353833767580529,0.0,38.27803020789156,16.360238151847327,0.13487050203003442,162.49309537297356,0.0,0.0,2.7773755731762186,27.294407428657898,0.0,79.1601764327171,95.80286341161595,0.0,1.3018952653402929,73.17545028511304,116.40408002467485,574.2061636857218,0.0,5.136042316900839
,store_nbr,AUTOMOTIVE,BABY CARE,BEAUTY,BEVERAGES,BOOKS,BREAD/BAKERY,CELEBRATION,CLEANING,DAIRY,DELI,EGGS,FROZEN FOODS,GROCERY I,GROCERY II,HARDWARE,HOME AND KITCHEN I,HOME AND KITCHEN II,HOME APPLIANCES,HOME CARE,LADIESWEAR,LAWN AND GARDEN,LINGERIE,"LIQUOR,WINE,BEER",MAGAZINES,MEATS,PERSONAL CARE,PET SUPPLIES,PLAYERS AND ELECTRONICS,POULTRY,PREPARED FOODS,PRODUCE,SCHOOL AND OFFICE SUPPLIES,SEAFOOD
2017-08-16,4,0.0,0.0,3.310644146030365,5642.888874007616,0.0,306.3067926662659,8.519145735117116,1435.8666777768422,294.9033930585297,355.01822373913194,87.16064688939912,52.26038854688952,3403.796442377668,4.352289692903092,0.0,27.584984061577526,13.543034055112003,0.46287054199935,210.7056052341252,0.0,0.0,1.8163589270357283,43.56053387576747,1.702367678682145,70.13972447395453,213.81116759284407,0.0,3.0464288223713627,54.078774841292145,121.63914981634957,595.4730894955716,18.979535195036057,6.002908274911284
2017-08-17,4,3.6057067066362825,0.0,2.1179396334883838,3874.60795769157,0.0,191.05203586394967,3.015262893507311,956.7414257725809,201.14982250855036,218.9980731412471,65.4307599705798,21.137726927967375,3771.4501504090704,1.8622645078499156,0.0,36.192740943828795,16.108361560732078,0.05467838980383112,144.94040960694048,0.0,0.0,4.158865335884398,18.47992084603321,0.0,74.53439189376213,78.02324796049096,0.0,1.264088992448418,75.09263573122118,114.16715187649494,551.7468502527595,0.0,4.45076111200987
